0.000000 , 0.000000 , 2.000000
0.010000 , 0.000120 , 2.047200
0.020000 , 0.000211 , 2.080400
0.030000 , 0.000337 , 2.129600
0.040000 , 0.000460 , 2.172400
0.050000 , 0.000599 , 2.223200
0.060000 , 0.000795 , 2.294400
0.070000 , 0.000910 , 2.326800
0.080000 , 0.001071 , 2.375600
0.090000 , 0.001195 , 2.418000
0.100000 , 0.001389 , 2.483600
0.110000 , 0.001660 , 2.565600
0.120000 , 0.001924 , 2.642800
0.130000 , 0.002124 , 2.700400
0.140000 , 0.002528 , 2.810800
0.150000 , 0.002558 , 2.813600
0.160000 , 0.002961 , 2.929200
0.170000 , 0.003438 , 3.056800
0.180000 , 0.003764 , 3.119200
0.190000 , 0.004163 , 3.214800
0.200000 , 0.004958 , 3.417200
0.210000 , 0.005117 , 3.452000
0.220000 , 0.005657 , 3.565600
0.230000 , 0.006494 , 3.767600
0.240000 , 0.007064 , 3.880000
0.250000 , 0.008173 , 4.099600
0.260000 , 0.009207 , 4.303200
0.270000 , 0.010411 , 4.515600
0.280000 , 0.010856 , 4.584400
0.290000 , 0.013135 , 4.980800
0.300000 , 0.013908 , 5.134800
0.310000 , 0.016398 , 5.468800
0.320000 , 0.018785 , 5.885600
0.330000 , 0.022248 , 6.302800
0.340000 , 0.024818 , 6.699200
0.350000 , 0.028713 , 7.195200
0.360000 , 0.033550 , 7.800000
0.370000 , 0.040178 , 8.584000
0.380000 , 0.047527 , 9.349600
0.390000 , 0.057418 , 10.206800
0.400000 , 0.066825 , 11.190000
0.410000 , 0.079413 , 12.136400
0.420000 , 0.093310 , 13.237200
0.430000 , 0.111276 , 14.508800
0.440000 , 0.140419 , 16.141200
0.450000 , 0.161701 , 17.631200
0.460000 , 0.195697 , 19.474800
0.470000 , 0.230445 , 20.899600
0.480000 , 0.274890 , 22.797600
0.490000 , 0.319654 , 24.562000
0.500000 , 0.374058 , 26.466000
0.510000 , 0.424603 , 27.998800
0.520000 , 0.477947 , 29.138000
0.530000 , 0.541610 , 30.736000
0.540000 , 0.595582 , 31.059600
0.550000 , 0.646517 , 31.799200
0.560000 , 0.695871 , 31.979200
0.570000 , 0.728156 , 31.359200
0.580000 , 0.774980 , 31.359600
0.590000 , 0.809662 , 30.721200
0.600000 , 0.841708 , 30.285600
0.610000 , 0.860581 , 29.521600
0.620000 , 0.883182 , 28.962800
0.630000 , 0.898530 , 28.266400
0.640000 , 0.910053 , 27.156800
0.650000 , 0.924577 , 26.746000
0.660000 , 0.935788 , 26.123200
0.670000 , 0.947598 , 25.801200
0.680000 , 0.948409 , 25.038400
0.690000 , 0.957684 , 24.758800
0.700000 , 0.965752 , 24.402800
0.710000 , 0.967471 , 24.078000
0.720000 , 0.974637 , 23.767600
0.730000 , 0.976277 , 23.427200
0.740000 , 0.981852 , 23.314400
0.750000 , 0.983825 , 23.052400
0.760000 , 0.985954 , 22.901600
0.770000 , 0.987369 , 22.776400
0.780000 , 0.990212 , 22.642800
0.790000 , 0.992808 , 22.595200
0.800000 , 0.994421 , 22.481600
0.810000 , 0.994875 , 22.396800
0.820000 , 0.995526 , 22.322000
0.830000 , 0.997058 , 22.288000
0.840000 , 0.997812 , 22.248800
0.850000 , 0.997902 , 22.204800
0.860000 , 0.998602 , 22.160400
0.870000 , 0.998979 , 22.146800
0.880000 , 0.998787 , 22.112400
0.890000 , 0.998972 , 22.069600
0.900000 , 0.999589 , 22.078800
0.910000 , 0.999288 , 22.045200
0.920000 , 0.999732 , 22.032800
0.930000 , 0.999854 , 22.035200
0.940000 , 0.999901 , 22.016800
0.950000 , 0.999941 , 22.015200
0.960000 , 0.999962 , 22.006400
0.970000 , 0.999988 , 22.007600
0.980000 , 0.999994 , 22.000800
0.990000 , 1.000000 , 22.000800
1.000000 , 1.000000 , 22.000000
